,SPXTR
25-Mar-10,1929.7458
24-Mar-10,1933.0405
23-Mar-10,1943.7007
22-Mar-10,1929.6357
19-Mar-10,1919.8022
18-Mar-10,1929.6267
17-Mar-10,1930.2196
16-Mar-10,1919.0234
15-Mar-10,1904.1868
12-Mar-10,1903.2866
11-Mar-10,1903.6835
10-Mar-10,1895.3842
9-Mar-10,1886.6028
8-Mar-10,1883.2869
5-Mar-10,1883.2804
4-Mar-10,1857.2043
3-Mar-10,1850.2419
2-Mar-10,1849.1681
1-Mar-10,1844.8715
26-Feb-10,1826.2705
25-Feb-10,1823.6392
24-Feb-10,1826.9851
23-Feb-10,1809.0537
22-Feb-10,1831.2053
19-Feb-10,1833.0909
18-Feb-10,1828.8105
17-Feb-10,1816.7019
16-Feb-10,1808.7249
12-Feb-10,1776.5022
11-Feb-10,1781.0088
10-Feb-10,1763.6907
9-Feb-10,1767.1787
8-Feb-10,1744.3727
5-Feb-10,1759.3813
4-Feb-10,1754.2971
3-Feb-10,1810.636
2-Feb-10,1819.9907
1-Feb-10,1796.6682
29-Jan-10,1771.3976
28-Jan-10,1788.9723
27-Jan-10,1810.2104
26-Jan-10,1801.3438
25-Jan-10,1808.9299
22-Jan-10,1800.6124
21-Jan-10,1841.3864
20-Jan-10,1876.8981
19-Jan-10,1896.7181
15-Jan-10,1873.297
14-Jan-10,1893.7231
13-Jan-10,1889.0953
12-Jan-10,1873.3197
11-Jan-10,1891.0563
8-Jan-10,1887.7657
7-Jan-10,1882.3444
6-Jan-10,1874.7295
5-Jan-10,1872.8962
4-Jan-10,1867.063
31-Dec-09,1837.4993
30-Dec-09,1856.1412
29-Dec-09,1855.6095
28-Dec-09,1857.8883
24-Dec-09,1855.5009
23-Dec-09,1845.8043
22-Dec-09,1841.1746
21-Dec-09,1834.5939
18-Dec-09,1815.4954
17-Dec-09,1804.9606
16-Dec-09,1826.4517
15-Dec-09,1824.3662
14-Dec-09,1834.5529
11-Dec-09,1821.8033
10-Dec-09,1814.8136
9-Dec-09,1804.0988
8-Dec-09,1797.3062
7-Dec-09,1815.6973
4-Dec-09,1820.1071
3-Dec-09,1810.126
2-Dec-09,1825.3981
1-Dec-09,1824.5405
30-Nov-09,1802.6797
27-Nov-09,1795.6956
25-Nov-09,1826.7416
24-Nov-09,1818.3148
23-Nov-09,1819.1733
20-Nov-09,1794.6454
19-Nov-09,1800.1166
18-Nov-09,1824.6086
17-Nov-09,1825.1844
16-Nov-09,1823.2913
13-Nov-09,1796.9313
12-Nov-09,1786.6611
11-Nov-09,1804.9283
10-Nov-09,1795.9025
9-Nov-09,1795.5583
6-Nov-09,1756.0669
5-Nov-09,1751.4452
4-Nov-09,1718.2061
3-Nov-09,1715.8121
2-Nov-09,1711.6519
30-Oct-09,1700.6677
29-Oct-09,1749.7629
28-Oct-09,1711.0873
27-Oct-09,1744.9532
26-Oct-09,1750.7543
23-Oct-09,1771.5022
22-Oct-09,1793.337
21-Oct-09,1774.3342
20-Oct-09,1789.9283
19-Oct-09,1801.1249
16-Oct-09,1784.3507
15-Oct-09,1798.9109
14-Oct-09,1791.4703
13-Oct-09,1760.5103
12-Oct-09,1765.3126
9-Oct-09,1757.6038
8-Oct-09,1747.7043
7-Oct-09,1734.7443
6-Oct-09,1729.1437
5-Oct-09,1705.7329
2-Oct-09,1680.7047
1-Oct-09,1688.2357
30-Sep-09,1732.8591
29-Sep-09,1738.4761
28-Sep-09,1742.3174
25-Sep-09,1711.5313
24-Sep-09,1722.019
23-Sep-09,1738.3156
22-Sep-09,1755.9933
21-Sep-09,1744.4698
18-Sep-09,1750.4269
17-Sep-09,1745.7981
16-Sep-09,1750.9137
15-Sep-09,1724.4476
14-Sep-09,1719.0443
11-Sep-09,1708.187
10-Sep-09,1710.1359
9-Sep-09,1692.4803
8-Sep-09,1679.3231
4-Sep-09,1664.3364
3-Sep-09,1642.6799
2-Sep-09,1628.6606
1-Sep-09,1633.6326
31-Aug-09,1670.5233
28-Aug-09,1684.05
27-Aug-09,1687.1644
26-Aug-09,1682.2943
25-Aug-09,1681.9244
24-Aug-09,1677.9434
21-Aug-09,1678.8364
20-Aug-09,1647.8525
19-Aug-09,1629.917
18-Aug-09,1618.5966
17-Aug-09,1602.061
14-Aug-09,1641.5435
13-Aug-09,1655.656
12-Aug-09,1644.2292
11-Aug-09,1624.908
10-Aug-09,1645.2577
7-Aug-09,1650.7292
6-Aug-09,1628.8185
5-Aug-09,1637.8068
4-Aug-09,1642.0314
3-Aug-09,1637.0553
31-Jul-09,1612.312
30-Jul-09,1611.1351
29-Jul-09,1591.9955
28-Jul-09,1599.0898
27-Jul-09,1603.2574
24-Jul-09,1598.5009
23-Jul-09,1593.6501
22-Jul-09,1557.366
21-Jul-09,1557.9091
20-Jul-09,1552.2568
17-Jul-09,1534.7035
16-Jul-09,1535.3037
15-Jul-09,1522.0879
14-Jul-09,1478.24
13-Jul-09,1470.4269
10-Jul-09,1434.5037
9-Jul-09,1440.3027
8-Jul-09,1435.1993
7-Jul-09,1436.7428
6-Jul-09,1465.5835
2-Jul-09,1461.7981
1-Jul-09,1505.6394
30-Jun-09,1498.9365
29-Jun-09,1511.7039
26-Jun-09,1498.0813
25-Jun-09,1499.9753
24-Jun-09,1468.4795
23-Jun-09,1458.9194
22-Jun-09,1455.5406
19-Jun-09,1501.2452
18-Jun-09,1496.5902
17-Jun-09,1483.8953
16-Jun-09,1485.9192
15-Jun-09,1505.0624
12-Jun-09,1541.6982
11-Jun-09,1539.5021
10-Jun-09,1529.7581
9-Jun-09,1535.0323
8-Jun-09,1529.5883
5-Jun-09,1530.8169
4-Jun-09,1534.5912
3-Jun-09,1516.8761
2-Jun-09,1537.6935
1-Jun-09,1534.6526
29-May-09,1495.969
28-May-09,1475.9377
27-May-09,1453.2806
26-May-09,1481.1044
22-May-09,1443.1429
21-May-09,1445.2787
20-May-09,1469.4734
19-May-09,1476.9369
18-May-09,1479.2402
15-May-09,1435.4822
14-May-09,1451.7906
13-May-09,1436.7446
12-May-09,1475.8256
11-May-09,1477.2032
8-May-09,1509.1383
7-May-09,1473.6638
6-May-09,1493.307
5-May-09,1467.248
4-May-09,1472.6412
1-May-09,1424.4081
30-Apr-09,1416.7273
29-Apr-09,1417.9895
28-Apr-09,1387.8239
27-Apr-09,1391.58
24-Apr-09,1405.7369
23-Apr-09,1382.5186
22-Apr-09,1368.9163
21-Apr-09,1379.2168
20-Apr-09,1350.5214
17-Apr-09,1410.8517
16-Apr-09,1403.8853
15-Apr-09,1382.3578
14-Apr-09,1365.2039
13-Apr-09,1393.1254
9-Apr-09,1389.4867
8-Apr-09,1338.5323
7-Apr-09,1322.9124
6-Apr-09,1354.3599
3-Apr-09,1365.6627
2-Apr-09,1352.4741
1-Apr-09,1314.6311
31-Mar-09,1292.9772
30-Mar-09,1276.2246
27-Mar-09,1322.1866
26-Mar-09,1349.3732
25-Mar-09,1318.6106
24-Mar-09,1306.0284
23-Mar-09,1333.2072
20-Mar-09,1244.8549
19-Mar-09,1269.925
18-Mar-09,1286.6215
17-Mar-09,1260.2911
16-Mar-09,1221.0332
13-Mar-09,1225.3157
12-Mar-09,1215.8687
11-Mar-09,1168.0736
10-Mar-09,1164.8308
9-Mar-09,1095.0358
6-Mar-09,1105.9978
5-Mar-09,1104.3759
4-Mar-09,1153.3495
3-Mar-09,1126.1761
2-Mar-09,1133.4312
27-Feb-09,1188.8405
26-Feb-09,1217.4908
25-Feb-09,1236.7424
24-Feb-09,1249.76
23-Feb-09,1201.5609
20-Feb-09,1244.717
19-Feb-09,1258.8168
18-Feb-09,1273.2941
17-Feb-09,1274.2563
13-Feb-09,1334.8325
12-Feb-09,1348.1508
11-Feb-09,1345.5002
10-Feb-09,1334.3033
9-Feb-09,1403.1941
6-Feb-09,1401.0614
5-Feb-09,1363.8156
4-Feb-09,1341.7654
3-Feb-09,1350.8848
2-Feb-09,1329.8127
30-Jan-09,1330.5103
29-Jan-09,1361.5354
28-Jan-09,1408.0721
27-Jan-09,1362.1842
26-Jan-09,1347.4675
23-Jan-09,1340.0182
22-Jan-09,1332.8403
21-Jan-09,1353.3276
20-Jan-09,1296.6328
16-Jan-09,1368.9186
15-Jan-09,1358.6404
14-Jan-09,1356.7885
13-Jan-09,1403.6272
12-Jan-09,1401.069
9-Jan-09,1433.4121
8-Jan-09,1464.6014
7-Jan-09,1459.5778
6-Jan-09,1503.8662
5-Jan-09,1492.2069
2-Jan-09,1499.1661
31-Dec-08,1452.9764
30-Dec-08,1432.652
29-Dec-08,1398.2512
26-Dec-08,1403.2227
24-Dec-08,1395.7551
23-Dec-08,1387.0786
22-Dec-08,1400.4174
19-Dec-08,1426.3876
18-Dec-08,1422.1859
17-Dec-08,1452.8756
16-Dec-08,1466.8744
15-Dec-08,1395.2106
12-Dec-08,1413.071
11-Dec-08,1403.1964
10-Dec-08,1443.9998
9-Dec-08,1426.88
8-Dec-08,1460.6028
5-Dec-08,1406.3629
4-Dec-08,1356.8121
3-Dec-08,1397.7164
2-Dec-08,1361.7888
1-Dec-08,1309.392
28-Nov-08,1437.6792
26-Nov-08,1423.9044
25-Nov-08,1374.7891
24-Nov-08,1365.6342
21-Nov-08,1282.59
20-Nov-08,1206.0388
19-Nov-08,1292.7559
18-Nov-08,1376.8146
17-Nov-08,1363.1373
14-Nov-08,1399.1956
13-Nov-08,1459.8174
12-Nov-08,1365.1488
11-Nov-08,1439.2161
10-Nov-08,1471.6421
7-Nov-08,1490.3071
6-Nov-08,1448.0089
5-Nov-08,1524.2141
4-Nov-08,1607.9967
3-Nov-08,1544.9133
31-Oct-08,1548.8136
30-Oct-08,1525.3654
29-Oct-08,1486.7277
28-Oct-08,1503.1583
27-Oct-08,1356.78
24-Oct-08,1401.2906
23-Oct-08,1451.373455
22-Oct-08,1433.2214
21-Oct-08,1526.0196
20-Oct-08,1574.4998
17-Oct-08,1502.8376
16-Oct-08,1512.2063
15-Oct-08,1450.5044
14-Oct-08,1594.4139
13-Oct-08,1602.9282
10-Oct-08,1436.5621
9-Oct-08,1453.5186
8-Oct-08,1573.342
7-Oct-08,1590.5129
6-Oct-08,1687.3351
3-Oct-08,1754.9069
2-Oct-08,1778.8966
1-Oct-08,1853.2638
30-Sep-08,1861.4383
29-Sep-08,1765.7235
26-Sep-08,1935.78674
25-Sep-08,1929.2441
24-Sep-08,1892.051
23-Sep-08,1895.7811
22-Sep-08,1925.8547
19-Sep-08,2002.3217
18-Sep-08,1924.8495
17-Sep-08,1844.3061
16-Sep-08,1935.4895
15-Sep-08,1902.174
12-Sep-08,1996.2546
11-Sep-08,1992.0012
10-Sep-08,1964.2483
9-Sep-08,1952.1375
8-Sep-08,2021.1289
5-Sep-08,1980.1831
4-Sep-08,1971.3694
3-Sep-08,2032.1272
2-Sep-08,2035.2374
29-Aug-08,2043.5319
28-Aug-08,2071.8618
27-Aug-08,2041.2373
26-Aug-08,2024.7241
25-Aug-08,2017.2668
22-Aug-08,2057.6379
21-Aug-08,2034.347
20-Aug-08,2029.151
19-Aug-08,2016.517
18-Aug-08,2035.2986
15-Aug-08,2066.3558
14-Aug-08,2057.7218
13-Aug-08,2046.3473
12-Aug-08,2051.6621
11-Aug-08,2076.5906
8-Aug-08,2061.7727
7-Aug-08,2013.6552
6-Aug-08,2050.229
5-Aug-08,2042.4441
4-Aug-08,1985.2329
1-Aug-08,2003.1619
31-Jul-08,2014.3944
30-Jul-08,2040.8073
29-Jul-08,2007.213
28-Jul-08,1961.2305
25-Jul-08,1998.4059
24-Jul-08,1990.0861
23-Jul-08,2037.1509
22-Jul-08,2028.9054
21-Jul-08,2001.8553
18-Jul-08,2002.8839
17-Jul-08,2002.3037
16-Jul-08,1978.4692
15-Jul-08,1929.8469
14-Jul-08,1951.0844
11-Jul-08,1968.8632
10-Jul-08,1990.7832
9-Jul-08,1976.9652
8-Jul-08,2022.8264
7-Jul-08,1988.0887
3-Jul-08,2004.8674
2-Jul-08,2002.643
1-Jul-08,2039.6556
30-Jun-08,2031.4713
27-Jun-08,2028.8909
26-Jun-08,2036.4006
25-Jun-08,2097.3647
24-Jun-08,2085.0769
23-Jun-08,2090.9355
20-Jun-08,2090.8148
19-Jun-08,2130.3027
18-Jun-08,2121.7764
17-Jun-08,2142.5515
16-Jun-08,2157.1396
13-Jun-08,2156.9607
12-Jun-08,2124.937
11-Jun-08,2117.837
10-Jun-08,2153.7693
9-Jun-08,2159.0283
6-Jun-08,2157.2363
5-Jun-08,2225.7422
4-Jun-08,2183.0095
3-Jun-08,2182.6461
2-Jun-08,2195.2688
30-May-08,2218.4986
29-May-08,2215.1172
28-May-08,2203.1022
27-May-08,2193.9778
23-May-08,2179.0537
22-May-08,2208.1979
21-May-08,2202.0205
20-May-08,2237.7868
19-May-08,2258.7402
16-May-08,2256.6348
15-May-08,2253.7632
14-May-08,2229.7444
13-May-08,2220.4619
12-May-08,2220.8112
9-May-08,2196.5373
8-May-08,2210.9516
7-May-08,2202.7699
6-May-08,2242.4734
5-May-08,2225.3682
2-May-08,2235.299
1-May-08,2228.0926
30-Apr-08,2190.1307
29-Apr-08,2198.4977
28-Apr-08,2207.017
25-Apr-08,2209.2513
24-Apr-08,2194.9637
23-Apr-08,2180.9099
22-Apr-08,2174.5901
21-Apr-08,2193.8721
18-Apr-08,2197.2355
17-Apr-08,2158.0766
16-Apr-08,2156.6729
15-Apr-08,2108.5907
14-Apr-08,2098.9151
11-Apr-08,2106.0132
10-Apr-08,2149.6693
9-Apr-08,2139.9931
8-Apr-08,2157.2788
7-Apr-08,2167.6054
4-Apr-08,2164.2113
3-Apr-08,2162.458
2-Apr-08,2159.633
1-Apr-08,2163.3833
31-Mar-08,2088.4182
28-Mar-08,2076.5558
27-Mar-08,2093.1108
26-Mar-08,2116.9251
25-Mar-08,2135.5416
24-Mar-08,2130.6226
20-Mar-08,2098.4628
19-Mar-08,2049.395
18-Mar-08,2100.3774
17-Mar-08,2014.8756
14-Mar-08,2032.7853
13-Mar-08,2075.8833
12-Mar-08,2065.2102
11-Mar-08,2083.363
10-Mar-08,2008.7125
7-Mar-08,2040.1742
6-Mar-08,2057.442
5-Mar-08,2103.4217
4-Mar-08,2091.4223
3-Mar-08,2098.6386
29-Feb-08,2097.475
28-Feb-08,2155.8053
27-Feb-08,2175.0013
26-Feb-08,2176.4759
25-Feb-08,2161.5116
22-Feb-08,2132.0212
21-Feb-08,2115.1259
20-Feb-08,2141.9538
19-Feb-08,2124.1189
15-Feb-08,2125.8541
14-Feb-08,2123.9407
13-Feb-08,2152.7639
12-Feb-08,2123.0596
11-Feb-08,2107.6529
8-Feb-08,2095.2119
7-Feb-08,2104.0207
6-Feb-08,2087.0499
5-Feb-08,2102.2339
4-Feb-08,2171.5142
1-Feb-08,2194.4273
31-Jan-08,2167.9009
30-Jan-08,2131.7847
29-Jan-08,2141.8501
28-Jan-08,2128.6384
25-Jan-08,2091.8841
24-Jan-08,2125.6046
23-Jan-08,2104.3735
22-Jan-08,2060.1493
18-Jan-08,2083.2369
17-Jan-08,2095.8612
16-Jan-08,2158.5751
15-Jan-08,2170.5105
14-Jan-08,2225.9758
11-Jan-08,2202.0267
10-Jan-08,2232.245
9-Jan-08,2214.6021
8-Jan-08,2184.6665
7-Jan-08,2224.7608
4-Jan-08,2217.5916
3-Jan-08,2273.4139
2-Jan-08,2273.4058
31-Dec-07,2306.2325
28-Dec-07,2322.1085
27-Dec-07,2318.7228
26-Dec-07,2351.6016
24-Dec-07,2349.6627
21-Dec-07,2330.8119
20-Dec-07,2292.234
19-Dec-07,2280.4691
18-Dec-07,2283.4987
17-Dec-07,2269.238
14-Dec-07,2303.7881
13-Dec-07,2335.7913
12-Dec-07,2332.8507
11-Dec-07,2318.5147
10-Dec-07,2378.6025
7-Dec-07,2360.7867
6-Dec-07,2364.9735
5-Dec-07,2329.7137
4-Dec-07,2293.6545
3-Dec-07,2308.7394
30-Nov-07,2322.3441
29-Nov-07,2304.4257
28-Nov-07,2303.1693
27-Nov-07,2238.5192
26-Nov-07,2205.4856
23-Nov-07,2257.9537
21-Nov-07,2220.2067
20-Nov-07,2256.0152
19-Nov-07,2245.8145
16-Nov-07,2285.6725
15-Nov-07,2273.7258
14-Nov-07,2304.0573
13-Nov-07,2319.856
12-Nov-07,2253.5313
9-Nov-07,2276.259
8-Nov-07,2309.1838
7-Nov-07,2310.4118
6-Nov-07,2379.0516
5-Nov-07,2350.6924
2-Nov-07,2362.2099
1-Nov-07,2360.2081
31-Oct-07,2423.6694
30-Oct-07,2394.8101
29-Oct-07,2410.3317
26-Oct-07,2401.0741
25-Oct-07,2368.4291
24-Oct-07,2370.7079
23-Oct-07,2376.4749
22-Oct-07,2355.7373
19-Oct-07,2346.7753
18-Oct-07,2408.4643
17-Oct-07,2410.2169
16-Oct-07,2405.7614
15-Oct-07,2421.6744
12-Oct-07,2442.1216
11-Oct-07,2430.5454
10-Oct-07,2443.0209
9-Oct-07,2447.0275
8-Oct-07,2427.3292
5-Oct-07,2435.1623
4-Oct-07,2411.4135
3-Oct-07,2406.3046
2-Oct-07,2416.826
1-Oct-07,2417.4438
28-Sep-07,2385.7202
27-Sep-07,2392.9227
26-Sep-07,2383.5272
25-Sep-07,2370.2646
24-Sep-07,2371.0344
21-Sep-07,2383.5546
20-Sep-07,2372.6133
19-Sep-07,2388.1506
18-Sep-07,2373.6339
17-Sep-07,2306.2513
14-Sep-07,2318.1074
13-Sep-07,2317.6275
12-Sep-07,2298.1375
11-Sep-07,2297.4121
10-Sep-07,2266.5095
7-Sep-07,2269.324
6-Sep-07,2308.3452
5-Sep-07,2298.1626
4-Sep-07,2323.8252
31-Aug-07,2299.7136
30-Aug-07,2274.1643
29-Aug-07,2283.5813
28-Aug-07,2234.0248
27-Aug-07,2287.6201
24-Aug-07,2307.2231
23-Aug-07,2280.6778
22-Aug-07,2283.085
21-Aug-07,2256.5246
20-Aug-07,2254.0731
17-Aug-07,2254.6839
16-Aug-07,2200.6116
15-Aug-07,2193.3952
14-Aug-07,2223.705
13-Aug-07,2264.5755
10-Aug-07,2265.3581
9-Aug-07,2264.503
8-Aug-07,2333.2389
7-Aug-07,2300.0953
6-Aug-07,2285.9331
3-Aug-07,2231.9784
2-Aug-07,2292.7924
1-Aug-07,2282.2977
31-Jul-07,2265.7498
30-Jul-07,2294.7483
27-Jul-07,2271.4106
26-Jul-07,2307.9774
25-Jul-07,2363.1192
24-Jul-07,2352.1172
23-Jul-07,2399.638
20-Jul-07,2387.9622
19-Jul-07,2417.5001
18-Jul-07,2406.6933
17-Jul-07,2411.4109
16-Jul-07,2411.6525
13-Jul-07,2416.282
12-Jul-07,2408.7858
11-Jul-07,2363.7168
10-Jul-07,2349.9829
9-Jul-07,2383.8044
6-Jul-07,2381.5899
5-Jul-07,2373.0677
3-Jul-07,2372.2206
2-Jul-07,2363.2775
29-Jun-07,2338.2467
28-Jun-07,2341.9025
27-Jun-07,2342.8413
26-Jun-07,2321.4614
25-Jun-07,2328.9128
22-Jun-07,2336.4072
21-Jun-07,2366.9235
20-Jun-07,2351.8662
19-Jun-07,2384.2547
18-Jun-07,2380.0878
15-Jun-07,2382.9661
14-Jun-07,2367.5198
13-Jun-07,2356.0213
12-Jun-07,2320.2154
11-Jun-07,2345.2729
8-Jun-07,2342.9782
7-Jun-07,2316.6251
6-Jun-07,2357.9527
5-Jun-07,2378.4385
4-Jun-07,2391.1325
1-Jun-07,2386.6291
31-May-07,2377.749
30-May-07,2377.0866
29-May-07,2357.3919
25-May-07,2353.4231
24-May-07,2340.6396
23-May-07,2363.2864
22-May-07,2366.0985
21-May-07,2367.625
18-May-07,2363.9717
17-May-07,2348.4398
16-May-07,2350.4027
15-May-07,2329.6071
14-May-07,2332.4329
11-May-07,2336.4841
10-May-07,2313.9381
9-May-07,2346.3025
8-May-07,2338.136
7-May-07,2340.6768
4-May-07,2334.6057
3-May-07,2329.5441
2-May-07,2318.8388
1-May-07,2303.6758
30-Apr-07,2297.5749
27-Apr-07,2315.7026
26-Apr-07,2315.9084
25-Apr-07,2317.4956
24-Apr-07,2294.017
23-Apr-07,2294.8247
20-Apr-07,2300.0843
19-Apr-07,2278.9125
18-Apr-07,2281.6121
17-Apr-07,2280.0131
16-Apr-07,2275.3533
13-Apr-07,2251.1242
12-Apr-07,2243.303
11-Apr-07,2229.4409
10-Apr-07,2243.9329
9-Apr-07,2238.0328
5-Apr-07,2236.7113
4-Apr-07,2229.2549
3-Apr-07,2226.7583
2-Apr-07,2205.8511
30-Mar-07,2200.12
29-Mar-07,2202.6832
28-Mar-07,2194.3834
27-Mar-07,2211.5165
26-Mar-07,2225.2579
23-Mar-07,2223.116
22-Mar-07,2220.6762
21-Mar-07,2221.4595
20-Mar-07,2184.0975
19-Mar-07,2170.3264
16-Mar-07,2146.9317
15-Mar-07,2155.1827
14-Mar-07,2147.1799
13-Mar-07,2132.7601
12-Mar-07,2176.5013
9-Mar-07,2170.6176
8-Mar-07,2169.1388
7-Mar-07,2153.6463
6-Mar-07,2158.3592
5-Mar-07,2125.3426
2-Mar-07,2145.4283
1-Mar-07,2170.1713
28-Feb-07,2175.7839
27-Feb-07,2163.1135
26-Feb-07,2240.7282
23-Feb-07,2243.2615
22-Feb-07,2251.03
21-Feb-07,2252.4341
20-Feb-07,2255.478
16-Feb-07,2249.0646
15-Feb-07,2250.9687
14-Feb-07,2248.4038
13-Feb-07,2230.7987
12-Feb-07,2213.5844
9-Feb-07,2220.7207
8-Feb-07,2236.4603
7-Feb-07,2239.052
6-Feb-07,2235.016
5-Feb-07,2233.4439
2-Feb-07,2235.3923
1-Feb-07,2231.6059
31-Jan-07,2219.1886
30-Jan-07,2204.3959
29-Jan-07,2191.7131
26-Jan-07,2193.8877
25-Jan-07,2196.5428
24-Jan-07,2221.5556
23-Jan-07,2202.7681
22-Jan-07,2195.0031
19-Jan-07,2206.6003
18-Jan-07,2200.1964
17-Jan-07,2206.7008
16-Jan-07,2208.4822
12-Jan-07,2206.6773
11-Jan-07,2196.0209
10-Jan-07,2182.1614
9-Jan-07,2177.678
8-Jan-07,2178.8026
5-Jan-07,2173.2918
4-Jan-07,2186.6027
3-Jan-07,2183.9215
29-Dec-06,2186.1274
28-Dec-06,2195.9962
27-Dec-06,2199.1531
26-Dec-06,2183.3804
22-Dec-06,2173.9004
21-Dec-06,2185.2072
20-Dec-06,2192.7555
19-Dec-06,2195.7998
18-Dec-06,2190.9738
15-Dec-06,2198.0693
14-Dec-06,2195.5912
13-Dec-06,2176.5157
12-Dec-06,2173.5768
11-Dec-06,2175.8013
8-Dec-06,2170.8364
7-Dec-06,2166.8685
6-Dec-06,2175.4475
5-Dec-06,2177.7461
4-Dec-06,2169.0033
1-Dec-06,2149.8494
30-Nov-06,2155.8852
29-Nov-06,2154.0863
28-Nov-06,2133.5195
27-Nov-06,2125.6705
24-Nov-06,2154.9629
22-Nov-06,2162.6496
21-Nov-06,2157.4236
20-Nov-06,2153.7599
17-Nov-06,2154.7955
16-Nov-06,2152.5694
15-Nov-06,2147.6029
14-Nov-06,2141.9455
13-Nov-06,2128.1691
10-Nov-06,2122.2573
9-Nov-06,2118.318
8-Nov-06,2129.2203
7-Nov-06,2124.2771
6-Nov-06,2119.5302
3-Nov-06,2095.68
2-Nov-06,2100.2113
1-Nov-06,2100.3648
31-Oct-06,2115.6539
30-Oct-06,2115.6327
27-Oct-06,2114.6477
26-Oct-06,2132.3856
25-Oct-06,2121.8345
24-Oct-06,2114.3625
23-Oct-06,2113.822
20-Oct-06,2100.8609
19-Oct-06,2098.3212
18-Oct-06,2096.7059
17-Oct-06,2093.5813
16-Oct-06,2101.265
13-Oct-06,2095.9722
12-Oct-06,2091.6851
11-Oct-06,2071.8999
10-Oct-06,2077.0081
9-Oct-06,2072.7086
6-Oct-06,2071.054
5-Oct-06,2076.6309
4-Oct-06,2071.4509
3-Oct-06,2046.2831
2-Oct-06,2041.9921
29-Sep-06,2048.8886
28-Sep-06,2053.9323
27-Sep-06,2049.9656
26-Sep-06,2049.2003
25-Sep-06,2033.8713
22-Sep-06,2016.0919
21-Sep-06,2021.0844
20-Sep-06,2031.5924
19-Sep-06,2021.0048
18-Sep-06,2025.3896
15-Sep-06,2023.3522
14-Sep-06,2017.858
13-Sep-06,2020.4944
12-Sep-06,2012.3173
11-Sep-06,1991.4944
8-Sep-06,1990.4443
7-Sep-06,1982.9305
6-Sep-06,1992.4157
5-Sep-06,2011.9963
1-Sep-06,2008.4663
31-Aug-06,1997.4153
30-Aug-06,1998.0755
29-Aug-06,1997.2046
28-Aug-06,1993.059
25-Aug-06,1982.806
24-Aug-06,1984.0887
23-Aug-06,1979.346
22-Aug-06,1988.0998
21-Aug-06,1986.1119
18-Aug-06,1993.4296
17-Aug-06,1986.042
16-Aug-06,1982.8082
15-Aug-06,1967.256
14-Aug-06,1940.4973
11-Aug-06,1938.1292
10-Aug-06,1945.6103
9-Aug-06,1936.2979
8-Aug-06,1944.2182
7-Aug-06,1950.6309
4-Aug-06,1956.046
3-Aug-06,1957.4141
2-Aug-06,1954.1796
1-Aug-06,1942.2187
31-Jul-06,1950.995
28-Jul-06,1953.8566
27-Jul-06,1930.316
26-Jul-06,1937.9621
25-Jul-06,1938.6754
24-Jul-06,1926.4985
21-Jul-06,1894.9405
20-Jul-06,1908.4245
19-Jul-06,1924.7372
18-Jul-06,1889.4829
17-Jul-06,1885.8225
14-Jul-06,1888.4334
13-Jul-06,1897.7305
12-Jul-06,1922.6191
11-Jul-06,1943.6589
10-Jul-06,1935.6149
7-Jul-06,1932.7542
6-Jul-06,1945.8972
5-Jul-06,1940.5515
3-Jul-06,1954.4896
30-Jun-06,1939.0341
29-Jun-06,1943.0848
28-Jun-06,1901.9826
27-Jun-06,1891.2421
26-Jun-06,1908.5631
23-Jun-06,1899.3194
22-Jun-06,1900.9801
21-Jun-06,1910.6172
20-Jun-06,1892.1308
19-Jun-06,1892.1186
16-Jun-06,1909.522
15-Jun-06,1916.5642
14-Jun-06,1876.6693
13-Jun-06,1866.9178
12-Jun-06,1885.8088
9-Jun-06,1910.0055
8-Jun-06,1918.5917
7-Jun-06,1915.7739
6-Jun-06,1927.1318
5-Jun-06,1929.2343
2-Jun-06,1964.1065
1-Jun-06,1960.2844
31-May-06,1936.4089
30-May-06,1920.0891
26-May-06,1950.8714
25-May-06,1939.5214
24-May-06,1917.4776
23-May-06,1914.3806
22-May-06,1922.7222
19-May-06,1930.2731
18-May-06,1922.324
17-May-06,1935.184
16-May-06,1967.7904
15-May-06,1971.4508
12-May-06,1966.2674
11-May-06,1988.5602
10-May-06,2013.9871
9-May-06,2016.5949
8-May-06,2015.8391
5-May-06,2017.336
4-May-06,1996.7408
3-May-06,1989.9693
2-May-06,1997.7509
1-May-06,1985.5541
28-Apr-06,1993.7931
27-Apr-06,1992.3918
26-Apr-06,1985.2846
25-Apr-06,1979.5085
24-Apr-06,1989.1975
21-Apr-06,1993.9894
20-Apr-06,1994.2266
19-Apr-06,1991.8417
18-Apr-06,1988.1808
17-Apr-06,1954.248
13-Apr-06,1960.0063
12-Apr-06,1958.4908
11-Apr-06,1956.1147
10-Apr-06,1971.025
7-Apr-06,1969.2986
6-Apr-06,1989.867
5-Apr-06,1993.2141
4-Apr-06,1984.467
3-Apr-06,1971.9248
31-Mar-06,1967.3755
30-Mar-06,1975.6023
29-Mar-06,1979.5067
28-Mar-06,1964.4726
27-Mar-06,1977.1871
24-Mar-06,1979.2353
23-Mar-06,1977.291
22-Mar-06,1982.3991
21-Mar-06,1970.4985
20-Mar-06,1982.4006
17-Mar-06,1985.6878
16-Mar-06,1982.7643
15-Mar-06,1979.21
14-Mar-06,1970.6549
13-Mar-06,1950.3856
10-Mar-06,1945.9245
